"Category","City","Container","Customer_ID","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_ID","Order_Priority","Postal_Code","Region","Row_ID","Ship_Date","Ship_Mode","State","Discount","Gross_Profit_Ratio","Number_of_Records","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Pens  and  Art Supplies","Lancaster","Small Pack","1890","Marcia Bullock","Corporate","Office Supplies","Boston Model 1800 Electric Pencil Sharpener, Gray","2012-12-22","90637","High","43130","East","20714","2012-12-23","Regular Air","Ohio","0.00%","-23.50%","1","2","55.00%","($14)","$62 ","$6 ","$28 "
"Pens  and  Art Supplies","Lancaster","Wrap Bag","1890","Marcia Bullock","Corporate","Office Supplies","Newell 318","2012-12-22","90637","High","43130","East","20715","2012-12-23","Express Air","Ohio","6.00%","-8.60%","1","21","59.00%","($5)","$58 ","$1 ","$3 "
"Computer Peripherals","Lancaster","Small Box","1890","Marcia Bullock","Home Office","Technology","Microsoft Natural Multimedia Keyboard","2013-06-06","90639","Low","43130","East","21421","2013-06-08","Express Air","Ohio","10.00%","-348.70%","1","1","73.00%","($188)","$54 ","$7 ","$51 "
"Tables","Lima","Jumbo Box","1891","Gretchen Levine","Home Office","Furniture","Chromcraft 48 x 96 Racetrack Double Pedestal Table","2010-10-05","90630","Not Specified","45801","East","23886","2010-10-07","Delivery Truck","Ohio","3.00%","19.20%","1","7","66.00%","$430 ","$2,233 ","$29 ","$321 "
"Computer Peripherals","Lima","Small Pack","1891","Gretchen Levine","Corporate","Technology","Imation DVD-RAM discs","2011-12-03","90634","Not Specified","45801","East","25697","2011-12-04","Regular Air","Ohio","0.00%","-159.60%","1","1","43.00%","($60)","$38 ","$2 ","$35 "
"Pens  and  Art Supplies","Lima","Small Pack","1891","Gretchen Levine","Corporate","Office Supplies","Boston 19500 Mighty Mite Electric Pencil Sharpener","2012-06-06","90635","Low","45801","East","23858","2012-06-15","Regular Air","Ohio","0.00%","-0.60%","1","17","58.00%","($2)","$367 ","$9 ","$20 "
"Chairs  and  Chairmats","Lima","Jumbo Drum","1891","Gretchen Levine","Home Office","Furniture","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms","2013-03-10","90638","Critical","45801","East","25798","2013-03-11","Delivery Truck","Ohio","8.00%","34.30%","1","7","62.00%","$376 ","$1,097 ","$30 ","$161 "
"Chairs  and  Chairmats","Webster Groves","Jumbo Drum","1893","Melanie Burgess","Consumer","Furniture","Global Ergonomic Managers Chair","2010-04-26","91262","Low","63119","Central","22858","2010-04-30","Delivery Truck","Missouri","3.00%","63.40%","1","5","59.00%","$589 ","$929 ","$26 ","$181 "
"Paper","Webster Groves","Wrap Bag","1893","Melanie Burgess","Consumer","Office Supplies","Wirebound Service Call Books, 5 1/2 x 4","2012-12-18","91264","Critical","63119","Central","21058","2012-12-20","Regular Air","Missouri","10.00%","7.00%","1","3","37.00%","$2 ","$27 ","$2 ","$10 "
"Telephones and Communication","Webster Groves","Small Box","1893","Melanie Burgess","Consumer","Technology","8890","2013-11-28","91265","Not Specified","63119","Central","21317","2013-12-01","Regular Air","Missouri","5.00%","66.50%","1","34","58.00%","$2,203 ","$3,312 ","$6 ","$116 "
"Chairs  and  Chairmats","Appleton","Jumbo Drum","1894","Maureen Herbert Hood","Home Office","Furniture","Global Leather and Oak Executive Chair, Black","2010-02-24","91261","Critical","54915","Central","23260","2010-02-25","Delivery Truck","Wisconsin","0.00%","69.00%","1","12","56.00%","$2,653 ","$3,845 ","$165 ","$301 "
"Pens  and  Art Supplies","Appleton","Wrap Bag","1894","Maureen Herbert Hood","Home Office","Office Supplies","Newell 343","2010-02-24","91261","Critical","54915","Central","23261","2010-02-26","Regular Air","Wisconsin","9.00%","-48.80%","1","1","58.00%","($2)","$4 ","$1 ","$3 "
"Envelopes","Appleton","Small Box","1894","Maureen Herbert Hood","Consumer","Office Supplies","Quality Park Security Envelopes","2010-09-18","91263","High","54915","Central","23237","2010-09-19","Regular Air","Wisconsin","1.00%","69.00%","1","13","38.00%","$237 ","$344 ","$1 ","$26 "
"Pens  and  Art Supplies","Clearfield","Wrap Bag","1896","Allen Garrett","Corporate","Office Supplies","Prang Drawing Pencil Set","2012-03-02","91314","Critical","84015","West","22759","2012-03-03","Regular Air","Utah","6.00%","-28.30%","1","5","45.00%","($4)","$13 ","$1 ","$3 "
"Paper","Clearfield","Small Box","1896","Allen Garrett","Corporate","Office Supplies","Xerox 1993","2012-06-06","91315","Not Specified","84015","West","21562","2012-06-08","Regular Air","Utah","1.00%","-157.60%","1","7","36.00%","($80)","$50 ","$10 ","$6 "
"Telephones and Communication","Westbrook","Medium Box","1898","Anthony Vogel","Consumer","Technology","Bell Sonecor JB700 Caller ID","2013-02-15","87449","Medium","4092","East","22153","2013-02-17","Regular Air","Maine","5.00%","-210.30%","1","8","60.00%","($112)","$53 ","$5 ","$8 "
"Binders and Binder Accessories","East Longmeadow","Small Box","1899","Willie Gray","Consumer","Office Supplies","Trimflex Flexible Post Binders","2011-12-01","87447","High","1028","East","21524","2011-12-03","Express Air","Massachusetts","8.00%","59.80%","1","3","37.00%","$42 ","$71 ","$3 ","$21 "
"Rubber Bands","Milton","Wrap Bag","1900","Deborah Bradshaw","Consumer","Office Supplies","Assorted Color Push Pins","2011-12-01","87447","High","2186","East","21525","2011-12-03","Regular Air","Massachusetts","9.00%","-19.80%","1","4","52.00%","($1)","$7 ","$1 ","$2 "
"Tables","Orange","Jumbo Box","1901","Jose Levin","Consumer","Furniture","Chromcraft 48 x 96 Racetrack Double Pedestal Table","2013-02-15","87449","Medium","7050","East","22152","2013-02-16","Delivery Truck","New Jersey","0.00%","-23.20%","1","10","66.00%","($775)","$3,342 ","$29 ","$321 "
"Tables","Upper Saint Clair","Jumbo Box","1902","Sara Sykes Davies","Consumer","Furniture","Iceberg OfficeWorks 42 Round Tables","2011-04-06","87445","Critical","15241","East","25835","2011-04-07","Delivery Truck","Pennsylvania","10.00%","-86.10%","1","3","70.00%","($365)","$424 ","$16 ","$151 "
"Chairs  and  Chairmats","Upper Saint Clair","Jumbo Drum","1902","Sara Sykes Davies","Consumer","Furniture","Hon Valutask Swivel Chairs","2011-09-09","87446","High","15241","East","26318","2011-09-10","Delivery Truck","Pennsylvania","5.00%","-45.50%","1","16","69.00%","($728)","$1,601 ","$45 ","$101 "
"Office Furnishings","Upper Saint Clair","Small Box","1902","Sara Sykes Davies","Consumer","Furniture","Howard Miller Distant Time Traveler Alarm Clock","2011-09-09","87446","High","15241","East","26319","2011-09-09","Regular Air","Pennsylvania","2.00%","-23.00%","1","20","44.00%","($126)","$546 ","$19 ","$27 "
"Paper","Upper Saint Clair","Small Box","1902","Sara Sykes Davies","Consumer","Office Supplies","Southworth 25% Cotton Premium Laser Paper and Envelopes","2012-08-20","87448","Medium","15241","East","23073","2012-08-21","Regular Air","Pennsylvania","0.00%","-6.30%","1","3","37.00%","($4)","$64 ","$9 ","$20 "
"Pens  and  Art Supplies","Rutland","Wrap Bag","1903","Rick Bland","Consumer","Office Supplies","Quartet Omega Colored Chalk, 12/Pack","2011-12-01","87447","High","5701","East","21526","2011-12-03","Regular Air","Vermont","7.00%","69.00%","1","19","38.00%","$76 ","$110 ","$1 ","$6 "
"Binders and Binder Accessories","Reston","Small Box","1904","Dan McGee","Consumer","Office Supplies","Catalog Binders with Expanding Posts","2011-01-29","87444","Critical","20190","South","18876","2011-01-31","Regular Air","Virginia","1.00%","12.00%","1","12","40.00%","$97 ","$804 ","$20 ","$67 "
"Appliances","Reston","Small Box","1904","Dan McGee","Consumer","Office Supplies","Hoover WindTunnel Plus Canister Vacuum","2013-06-07","87450","Not Specified","20190","South","18299","2013-06-10","Regular Air","Virginia","9.00%","65.00%","1","1","57.00%","$223 ","$344 ","$20 ","$363 "
"Office Furnishings","Reston","Small Box","1904","Dan McGee","Consumer","Furniture","Seth Thomas 12 Clock w/ Goldtone Case","2013-06-07","87450","Not Specified","20190","South","18300","2013-06-09","Regular Air","Virginia","3.00%","73.30%","1","13","51.00%","$231 ","$316 ","$8 ","$23 "
"Binders and Binder Accessories","Lima","Small Box","1906","Penny Tuttle","Corporate","Office Supplies","Ibico EB-19 Dual Function Manual Binding System","2010-11-17","86500","Low","45801","East","19048","2010-11-17","Regular Air","Ohio","7.00%","69.00%","1","22","39.00%","$2,503 ","$3,627 ","$20 ","$173 "
"Binders and Binder Accessories","Lima","Small Box","1906","Penny Tuttle","Corporate","Office Supplies","Fellowes Binding Cases","2012-01-04","86503","Critical","45801","East","18124","2012-01-06","Regular Air","Ohio","8.00%","9.40%","1","9","40.00%","$10 ","$103 ","$6 ","$12 "
"Office Machines","Lima","Small Box","1906","Penny Tuttle","Corporate","Technology","AT and T Black Trimline Phone, Model 210","2012-01-04","86503","Critical","45801","East","18125","2012-01-04","Regular Air","Ohio","9.00%","-335.90%","1","1","49.00%","($65)","$19 ","$9 ","$16 "
"Envelopes","Lorain","Small Box","1907","Amy Hall","Corporate","Office Supplies","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes","2010-11-17","86500","Low","44052","East","19049","2010-11-26","Regular Air","Ohio","9.00%","8.20%","1","1","36.00%","$1 ","$8 ","$1 ","$8 "
"Binders and Binder Accessories","Lorain","Small Box","1907","Amy Hall","Small Business","Office Supplies","Round Ring Binders","2011-04-29","86501","High","44052","East","21271","2011-04-30","Regular Air","Ohio","1.00%","-24.10%","1","11","38.00%","($6)","$25 ","$1 ","$2 "
"Telephones and Communication","Lorain","Small Box","1907","Amy Hall","Small Business","Technology","8860","2013-07-21","86505","Medium","44052","East","20364","2013-07-22","Regular Air","Ohio","0.00%","69.00%","1","16","56.00%","$639 ","$926 ","$5 ","$66 "
"Paper","Mansfield","Small Box","1908","Sharon Sellers","Corporate","Office Supplies","Xerox 1881","2011-07-21","86502","Critical","44903","East","23855","2011-07-22","Regular Air","Ohio","6.00%","24.90%","1","15","38.00%","$47 ","$189 ","$6 ","$12 "
"Paper","Mansfield","Wrap Bag","1908","Sharon Sellers","Small Business","Office Supplies","TOPS Voice Message Log Book, Flash Format","2012-12-18","86504","Critical","44903","East","23931","2012-12-20","Regular Air","Ohio","3.00%","-4.80%","1","8","36.00%","($2)","$41 ","$3 ","$5 "
"Appliances","Mansfield","Small Box","1908","Sharon Sellers","Small Business","Office Supplies","Fellowes 8 Outlet Superior Workstation Surge Protector","2013-07-25","86506","Medium","44903","East","22314","2013-07-27","Express Air","Ohio","7.00%","69.00%","1","10","56.00%","$287 ","$417 ","$5 ","$42 "
"Binders and Binder Accessories","Peachtree City","Small Box","1910","Sean Stephenson","Home Office","Office Supplies","Binding Machine Supplies","2010-07-01","91371","Not Specified","30269","South","23812","2010-07-02","Regular Air","Georgia","2.00%","58.30%","1","2","37.00%","$37 ","$63 ","$6 ","$29 "
"Office Machines","Peachtree City","Medium Box","1910","Sean Stephenson","Home Office","Technology","Canon MP41DH Printing Calculator","2011-04-08","91372","Not Specified","30269","South","21777","2011-04-09","Regular Air","Georgia","5.00%","-280.70%","1","1","38.00%","($423)","$151 ","$14 ","$151 "
"Tables","Peachtree City","Jumbo Box","1910","Sean Stephenson","Home Office","Furniture","Bevis Round Conference Table Top, X-Base","2013-07-01","91373","Not Specified","30269","South","23813","2013-07-03","Delivery Truck","Georgia","0.00%","-90.50%","1","16","74.00%","($2,210)","$2,441 ","$29 ","$179 "
"Tables","Palo Alto","Jumbo Box","1912","Kerry Clapp","Corporate","Furniture","Hon iLevel Computer Training Table","2011-10-30","87337","Not Specified","94306","West","18272","2011-10-30","Delivery Truck","California","0.00%","-238.50%","1","17","65.00%","($1,349)","$566 ","$46 ","$32 "
"Binders and Binder Accessories","Paradise","Small Box","1913","Susan Barr","Corporate","Office Supplies","Ibico Presentation Index for Binding Systems","2011-07-26","87336","Low","95969","West","20802","2011-08-02","Regular Air","California","9.00%","-324.40%","1","10","38.00%","($123)","$38 ","$5 ","$4 "
"Pens  and  Art Supplies","Paradise","Wrap Bag","1913","Susan Barr","Corporate","Office Supplies","Avery Hi-Liter Smear-Safe Highlighters","2011-07-26","87336","Low","95969","West","20803","2011-08-02","Regular Air","California","10.00%","69.00%","1","7","49.00%","$27 ","$39 ","$1 ","$6 "
"Binders and Binder Accessories","Paradise","Small Box","1913","Susan Barr","Corporate","Office Supplies","Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","2011-10-30","87337","Not Specified","95969","West","18273","2011-10-31","Regular Air","California","9.00%","-171.30%","1","16","37.00%","($124)","$72 ","$5 ","$5 "
"Computer Peripherals","Paradise","Small Pack","1913","Susan Barr","Corporate","Technology","Imation Neon 80 Minute CD-R Spindle, 50/Pack","2012-05-21","87338","Critical","95969","West","18916","2012-05-21","Regular Air","California","1.00%","69.00%","1","8","45.00%","$197 ","$285 ","$2 ","$34 "
"Computer Peripherals","Paradise","Small Pack","1913","Susan Barr","Corporate","Technology","Imation Neon 80 Minute CD-R Spindle, 50/Pack","2013-01-27","87339","High","95969","West","18691","2013-01-28","Regular Air","California","0.00%","55.00%","1","4","45.00%","$78 ","$143 ","$2 ","$34 "
"Pens  and  Art Supplies","Paradise","Wrap Bag","1913","Susan Barr","Corporate","Office Supplies","Sanford Pocket Accent Highlighters","2013-06-08","87340","Not Specified","95969","West","25744","2013-06-09","Regular Air","California","10.00%","-59.70%","1","15","42.00%","($14)","$24 ","$1 ","$2 "
"Binders and Binder Accessories","Paradise","Small Box","1913","Susan Barr","Corporate","Office Supplies","Avery Hole Reinforcements","2013-12-19","87341","Critical","95969","West","21954","2013-12-20","Regular Air","California","7.00%","-36.10%","1","13","36.00%","($31)","$85 ","$7 ","$6 "
"Appliances","Bennington","Small Box","1914","Ellen Avery","Corporate","Office Supplies","Hoover Upright Vacuum With Dirt Cup","2013-06-08","87340","Not Specified","5201","East","25743","2013-06-09","Regular Air","Vermont","3.00%","65.10%","1","5","56.00%","$933 ","$1,432 ","$20 ","$290 "
"Office Machines","Little Rock","Medium Box","1916","Marcia Feldman","Home Office","Technology","TI 30X Scientific Calculator","2010-02-27","85893","Critical","72209","South","18962","2010-02-28","Regular Air","Arkansas","3.00%","-258.00%","1","7","36.00%","($216)","$84 ","$6 ","$12 "
"Telephones and Communication","Little Rock","Small Box","1916","Marcia Feldman","Home Office","Technology","SC7868i","2010-04-16","85895","High","72209","South","18016","2010-04-18","Regular Air","Arkansas","1.00%","-4.50%","1","9","55.00%","($45)","$1,011 ","$9 ","$126 "
"Office Furnishings","North Little Rock","Small Pack","1917","Tracy Buckley","Home Office","Furniture","Executive Impressions 13-1/2 Indoor/Outdoor Wall Clock","2010-03-27","85894","Medium","72113","South","21000","2010-03-28","Regular Air","Arkansas","8.00%","12.20%","1","7","47.00%","$16 ","$132 ","$9 ","$19 "
"Office Furnishings","North Little Rock","Small Pack","1917","Tracy Buckley","Home Office","Furniture","Executive Impressions 14 Contract Wall Clock","2010-09-01","85897","High","72113","South","19967","2010-09-03","Regular Air","Arkansas","8.00%","-14.10%","1","10","52.00%","($30)","$210 ","$4 ","$22 "
"Office Machines","North Little Rock","Jumbo Drum","1917","Tracy Buckley","Home Office","Technology","Epson Stylus 1520 Color Inkjet Printer","2012-02-05","85902","Not Specified","72113","South","19620","2012-02-06","Delivery Truck","Arkansas","6.00%","119.90%","1","1","37.00%","$626 ","$522 ","$69 ","$501 "
"Pens  and  Art Supplies","North Little Rock","Small Pack","1917","Tracy Buckley","Home Office","Office Supplies","Boston 1730 StandUp Electric Pencil Sharpener","2012-02-05","85902","Not Specified","72113","South","19621","2012-02-05","Regular Air","Arkansas","9.00%","-1533.50%","1","8","59.00%","($2,519)","$164 ","$9 ","$21 "
"Telephones and Communication","North Little Rock","Medium Box","1917","Tracy Buckley","Home Office","Technology","SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp","2012-02-05","85902","Not Specified","72113","South","19622","2012-02-05","Regular Air","Arkansas","1.00%","5.90%","1","5","56.00%","$8 ","$129 ","$9 ","$29 "
"Office Furnishings","North Little Rock","Small Pack","1917","Tracy Buckley","Home Office","Furniture","Executive Impressions 13 Chairman Wall Clock","2013-03-02","85905","Low","72113","South","20974","2013-03-04","Regular Air","Arkansas","1.00%","5232.50%","1","4","50.00%","$5,534 ","$106 ","$9 ","$25 "
"Paper","North Little Rock","Small Box","1917","Tracy Buckley","Home Office","Office Supplies","Xerox 1937","2013-03-02","85905","Low","72113","South","20975","2013-03-06","Regular Air","Arkansas","5.00%","160.80%","1","8","37.00%","$624 ","$388 ","$6 ","$48 "
"Binders and Binder Accessories","Paragould","Small Box","1918","Hannah Tyson","Home Office","Office Supplies","Avery 3 1/2 Diskette Storage Pages, 10/Pack","2010-10-04","85898","Low","72450","South","22246","2010-10-11","Express Air","Arkansas","10.00%","74.80%","1","17","39.00%","$126 ","$168 ","$6 ","$10 "
"Binders and Binder Accessories","Paragould","Small Box","1918","Hannah Tyson","Home Office","Office Supplies","Accohide Poly Flexible Ring Binders","2011-02-19","85899","High","72450","South","22644","2011-02-20","Regular Air","Arkansas","5.00%","-1355.00%","1","1","35.00%","($72)","$5 ","$5 ","$4 "
"Labels","Paragould","Small Box","1918","Hannah Tyson","Home Office","Office Supplies","Avery 506","2011-04-26","85900","Not Specified","72450","South","24556","2011-04-27","Regular Air","Arkansas","7.00%","-481.60%","1","7","39.00%","($133)","$28 ","$1 ","$4 "
"Pens  and  Art Supplies","Paragould","Wrap Bag","1918","Hannah Tyson","Home Office","Office Supplies","Zebra Zazzle Fluorescent Highlighters","2011-11-29","85901","High","72450","South","24267","2011-12-01","Regular Air","Arkansas","10.00%","-508.00%","1","16","51.00%","($484)","$95 ","$1 ","$6 "
"Office Furnishings","Paragould","Large Box","1918","Hannah Tyson","Home Office","Furniture","3M Polarizing Task Lamp with Clamp Arm, Light Gray","2012-05-31","85903","Not Specified","72450","South","21295","2012-06-01","Regular Air","Arkansas","2.00%","16.60%","1","3","59.00%","$72 ","$433 ","$24 ","$137 "
"Office Furnishings","Paragould","Wrap Bag","1918","Hannah Tyson","Home Office","Furniture","Eldon Radial Chair Mat for Low to Medium Pile Carpets","2012-11-03","85904","Not Specified","72450","South","22675","2012-11-05","Regular Air","Arkansas","1.00%","2.30%","1","9","65.00%","$9 ","$382 ","$9 ","$40 "
"Telephones and Communication","Pine Bluff","Small Box","1919","Nathan Jenkins","Home Office","Technology","T28 WORLD","2010-08-24","85896","High","71603","South","24971","2010-08-25","Regular Air","Arkansas","0.00%","13.00%","1","5","60.00%","$115 ","$883 ","$9 ","$196 "
"Paper","Pine Bluff","Small Box","1919","Nathan Jenkins","Home Office","Office Supplies","Xerox 1927","2011-04-26","85900","Not Specified","71603","South","24557","2011-04-28","Regular Air","Arkansas","9.00%","5.10%","1","3","40.00%","$1 ","$14 ","$7 ","$4 "
"Tables","Pine Bluff","Jumbo Box","1919","Nathan Jenkins","Home Office","Furniture","Bretford Rectangular Conference Table Tops","2013-08-24","85906","High","71603","South","24970","2013-08-26","Delivery Truck","Arkansas","5.00%","81.00%","1","2","74.00%","$654 ","$807 ","$86 ","$376 "
"Computer Peripherals","Pasadena","Small Pack","1921","Eugene Hess","Small Business","Technology","Verbatim 4.7GB DVD-R","2011-06-21","88470","High","91104","West","24430","2011-06-22","Regular Air","California","1.00%","69.00%","1","18","41.00%","$434 ","$629 ","$2 ","$33 "
"Telephones and Communication","Farmington","Wrap Bag","1922","Kathy Hale","Small Business","Technology","Accessory4","2011-06-27","88471","Not Specified","6030","East","18580","2011-06-28","Regular Air","Connecticut","3.00%","-34.90%","1","8","85.00%","($198)","$567 ","$1 ","$86 "
"Labels","South Portland","Small Box","1923","Theodore Cannon Godwin","Small Business","Office Supplies","Avery File Folder Labels","2011-06-21","88470","High","4106","East","24431","2011-06-22","Regular Air","Maine","2.00%","-216.00%","1","4","36.00%","($30)","$14 ","$5 ","$3 "
"Pens  and  Art Supplies","Abington","Small Pack","1924","Sheryl Kirk","Small Business","Office Supplies","Boston 19500 Mighty Mite Electric Pencil Sharpener","2011-06-27","88471","Not Specified","2351","East","18579","2011-06-28","Regular Air","Massachusetts","8.00%","-41.60%","1","4","58.00%","($34)","$82 ","$9 ","$20 "
"Office Machines","Newark","Jumbo Drum","1925","Lisa Humphrey Yu","Small Business","Technology","Lexmark Z25 Color Inkjet Printer","2011-07-03","88472","Low","7101","East","24223","2011-07-10","Delivery Truck","New Jersey","1.00%","22.00%","1","7","37.00%","$128 ","$583 ","$34 ","$81 "
"Tables","Newark","Jumbo Box","1925","Lisa Humphrey Yu","Corporate","Furniture","Bevis 36 x 72 Conference Tables","2013-01-10","88473","Critical","7101","East","24217","2013-01-12","Delivery Truck","New Jersey","3.00%","-34.70%","1","12","63.00%","($538)","$1,550 ","$52 ","$124 "
"Tables","Greenville","Jumbo Box","1927","Earl Alston","Home Office","Furniture","Bevis Round Bullnose 29 High Table Top","2010-02-06","88579","High","29611","South","21563","2010-02-06","Delivery Truck","South Carolina","2.00%","-0.80%","1","8","65.00%","($14)","$1,757 ","$67 ","$260 "
"Storage  and  Organization","Greenville","Small Box","1927","Earl Alston","Home Office","Office Supplies","Crate-A-Files","2011-03-02","88581","Critical","29611","South","18626","2011-03-04","Regular Air","South Carolina","9.00%","-112.60%","1","5","59.00%","($58)","$51 ","$7 ","$11 "
"Paper","Greenville","Small Box","1927","Earl Alston","Home Office","Office Supplies","Xerox 1997","2011-05-04","88582","Critical","29611","South","20620","2011-05-04","Regular Air","South Carolina","7.00%","11.80%","1","12","37.00%","$9 ","$76 ","$10 ","$6 "
"Appliances","Greenville","Small Box","1927","Earl Alston","Home Office","Office Supplies","Hoover WindTunnel Plus Canister Vacuum","2012-08-23","88583","High","29611","South","22000","2012-08-24","Regular Air","South Carolina","10.00%","-39.10%","1","7","57.00%","($966)","$2,472 ","$20 ","$363 "
"Paper","Greenville","Small Box","1927","Earl Alston","Home Office","Office Supplies","Xerox 1938","2013-10-15","88586","Critical","29611","South","20181","2013-10-18","Regular Air","South Carolina","3.00%","-63.70%","1","23","37.00%","($724)","$1,136 ","$6 ","$48 "
"Binders and Binder Accessories","Greer","Small Box","1928","Gregory R Snow","Home Office","Office Supplies","Ibico EPK-21 Electric Binding System","2010-07-21","88580","Not Specified","29651","South","22686","2010-07-21","Regular Air","South Carolina","10.00%","-2.40%","1","1","36.00%","($43)","$1,786 ","$20 ","$1,890 "
"Telephones and Communication","Greer","Small Box","1928","Gregory R Snow","Home Office","Technology","5170i","2013-01-09","88584","High","29651","South","24838","2013-01-10","Regular Air","South Carolina","1.00%","41.50%","1","3","57.00%","$141 ","$340 ","$9 ","$126 "
"Pens  and  Art Supplies","Greer","Small Pack","1928","Gregory R Snow","Home Office","Office Supplies","Boston KS Multi-Size Manual Pencil Sharpener","2013-05-20","88585","Critical","29651","South","23251","2013-05-21","Regular Air","South Carolina","7.00%","284.40%","1","2","57.00%","$133 ","$47 ","$9 ","$23 "
"Binders and Binder Accessories","Greenville","Small Box","1930","LeRoy Welch","Consumer","Office Supplies","3M Organizer Strips","2011-09-13","89341","High","27834","South","18942","2011-09-14","Regular Air","North Carolina","10.00%","-285.20%","1","10","37.00%","($151)","$53 ","$8 ","$5 "
"Office Furnishings","Hickory","Wrap Bag","1931","Elisabeth Rao","Consumer","Furniture","Deflect-O Glasstique Clear Desk Accessories","2012-07-27","89342","Critical","28601","South","22428","2012-07-28","Regular Air","North Carolina","7.00%","-66.90%","1","12","52.00%","($62)","$92 ","$4 ","$8 "
"Paper","Hickory","Small Box","1931","Elisabeth Rao","Consumer","Office Supplies","Array Parchment Paper, Assorted Colors","2013-03-09","89343","High","28601","South","24335","2013-03-11","Regular Air","North Carolina","7.00%","-722.40%","1","3","37.00%","($169)","$23 ","$11 ","$7 "
"Rubber Bands","Garland","Wrap Bag","1933","William Crawford","Corporate","Office Supplies","OIC Colored Binder Clips, Assorted Sizes","2010-04-19","86687","Low","75043","Central","18159","2010-04-23","Regular Air","Texas","6.00%","40.30%","1","10","36.00%","$14 ","$35 ","$2 ","$4 "
"Labels","Garland","Small Box","1933","William Crawford","Home Office","Office Supplies","Avery 494","2012-09-12","86691","Medium","75043","Central","18312","2012-09-12","Regular Air","Texas","6.00%","69.00%","1","20","39.00%","$35 ","$51 ","$1 ","$3 "
"Chairs  and  Chairmats","Georgetown","Jumbo Drum","1934","Scott Moore","Home Office","Furniture","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","2010-11-30","86688","Low","78626","Central","19697","2010-11-30","Delivery Truck","Texas","4.00%","9.40%","1","3","69.00%","$53 ","$562 ","$30 ","$181 "
"Binders and Binder Accessories","Georgetown","Small Box","1934","Scott Moore","Home Office","Office Supplies","Wilson Jones Hanging View Binder, White, 1","2012-05-01","86690","High","78626","Central","18933","2012-05-03","Regular Air","Texas","1.00%","-62.70%","1","8","39.00%","($39)","$63 ","$6 ","$7 "
"Rubber Bands","Georgetown","Wrap Bag","1934","Scott Moore","Home Office","Office Supplies","OIC Bulk Pack Metal Binder Clips","2012-09-12","86691","Medium","78626","Central","18313","2012-09-14","Express Air","Texas","1.00%","47.80%","1","1","39.00%","$3 ","$5 ","$1 ","$3 "
"Appliances","Grand Prairie","Small Box","1935","Diana Coble Hubbard","Corporate","Office Supplies","Belkin F9M820V08 8 Outlet Surge","2010-04-08","86686","Critical","75051","Central","19780","2010-04-10","Express Air","Texas","1.00%","69.00%","1","9","56.00%","$285 ","$414 ","$5 ","$43 "
"Appliances","Grand Prairie","Large Box","1935","Diana Coble Hubbard","Home Office","Office Supplies","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","2010-11-30","86688","Low","75051","Central","19698","2010-12-05","Regular Air","Texas","6.00%","18.90%","1","2","56.00%","$11 ","$56 ","$49 ","$3 "
"Office Furnishings","Grand Prairie","Medium Box","1935","Diana Coble Hubbard","Home Office","Furniture","Rubbermaid ClusterMat Chairmats, Mat Size- 66 x 60, Lip 20 x 11 -90 Degree Angle","2010-11-30","86688","Low","75051","Central","19699","2010-12-04","Regular Air","Texas","1.00%","69.00%","1","19","69.00%","$1,449 ","$2,100 ","$14 ","$111 "
"Rubber Bands","Grand Prairie","Wrap Bag","1935","Diana Coble Hubbard","Home Office","Office Supplies","Advantus Map Pennant Flags and Round Head Tacks","2010-11-30","86688","Low","75051","Central","19700","2010-12-07","Express Air","Texas","5.00%","1.00%","1","23","53.00%","$1 ","$97 ","$2 ","$4 "
"Paper","Grand Prairie","Wrap Bag","1935","Diana Coble Hubbard","Corporate","Office Supplies","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","2011-08-05","86689","Critical","75051","Central","20469","2011-08-08","Express Air","Texas","1.00%","69.00%","1","18","38.00%","$487 ","$705 ","$5 ","$38 "
"Storage  and  Organization","Grand Prairie","Small Box","1935","Diana Coble Hubbard","Corporate","Office Supplies","Fellowes Recycled Storage Drawers","2011-08-05","86689","Critical","75051","Central","20470","2011-08-06","Regular Air","Texas","1.00%","12.10%","1","8","78.00%","$109 ","$901 ","$9 ","$111 "
"Telephones and Communication","Grapevine","Small Box","1936","Carlos Berman","Corporate","Technology","TIMEPORT P8767","2013-03-20","86692","Low","76051","Central","25684","2013-03-20","Regular Air","Texas","1.00%","69.00%","1","10","57.00%","$410 ","$594 ","$4 ","$66 "
"Computer Peripherals","Emporia","Small Box","1938","Franklin Spencer","Corporate","Technology","Adesso Programmable 142-Key Keyboard","2010-03-22","88870","Medium","66801","Central","23551","2010-03-23","Express Air","Kansas","10.00%","-93.40%","1","4","79.00%","($521)","$558 ","$4 ","$152 "
