"Category","City","Container","Customer_ID","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_ID","Order_Priority","Postal_Code","Region","Row_ID","Ship_Date","Ship_Mode","State","Discount","Gross_Profit_Ratio","Number_of_Records","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Binders and Binder Accessories","West Lafayette","Small Box","1778","Ray Oakley","Corporate","Office Supplies","GBC Standard Plastic Binding Systems Combs","9/13/12","89950","Not Specified","47906","Central","23759","9/15/12","Regular Air","Indiana","3.00","-3.80","1","16","36.00","6","147","6","9"
"Chairs  and  Chairmats","West Lafayette","Jumbo Drum","1778","Ray Oakley","Corporate","Furniture","Office Star Flex Back Scooter Chair with White Frame","9/13/12","89950","Not Specified","47906","Central","23760","9/15/12","Delivery Truck","Indiana","5.00","-15.60","1","9","71.00","158","1011","30","111"
"Computer Peripherals","West Lafayette","Small Pack","1778","Ray Oakley","Corporate","Technology","Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus","2/1/13","89952","Critical","47906","Central","22594","2/4/13","Regular Air","Indiana","6.00","69.00","1","9","55.00","285","413","2","45"
"Chairs  and  Chairmats","West Lafayette","Jumbo Drum","1778","Ray Oakley","Corporate","Furniture","Bevis Steel Folding Chairs","5/5/13","89953","High","47906","Central","25493","5/7/13","Delivery Truck","Indiana","1.00","-124.00","1","10","57.00","1207","973","74","96"
"Chairs  and  Chairmats","West Lafayette","Jumbo Drum","1778","Ray Oakley","Corporate","Furniture","Global Leather and Oak Executive Chair, Black","5/5/13","89953","High","47906","Central","25494","5/6/13","Delivery Truck","Indiana","6.00","46.40","1","9","56.00","1261","2721","65","301"
"Paper","West Lafayette","Wrap Bag","1778","Ray Oakley","Corporate","Office Supplies","Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate","5/5/13","89953","High","47906","Central","25495","5/7/13","Regular Air","Indiana","6.00","69.00","1","12","38.00","302","438","5","38"
"Storage  and  Organization","West Lafayette","Small Box","1778","Ray Oakley","Corporate","Office Supplies","Fellowes Super Stor/Drawer Files","5/5/13","89953","High","47906","Central","25496","5/7/13","Regular Air","Indiana","7.00","42.40","1","9","66.00","611","1440","20","162"
"Telephones and Communication","West Lafayette","Small Box","1778","Ray Oakley","Corporate","Technology","KF 788","7/7/13","89954","Medium","47906","Central","22611","7/9/13","Regular Air","Indiana","5.00","-9.30","1","5","56.00","18","191","5","46"
"Computer Peripherals","West Lafayette","Small Box","1778","Ray Oakley","Consumer","Technology","Logitech Cordless Navigator Duo","11/10/13","89955","High","47906","Central","25497","11/12/13","Regular Air","Indiana","3.00","37.30","1","12","48.00","369","990","7","81"
"Bookcases","Ames","Jumbo Box","1779","Samantha Hall","Consumer","Furniture","Bush Westfield Collection Bookcases, Fully Assembled","5/28/11","89945","Medium","50010","Central","26335","5/29/11","Delivery Truck","Iowa","8.00","-142.90","1","1","62.00","160","112","36","101"
"Office Machines","Ames","Medium Box","1779","Samantha Hall","Consumer","Technology","Canon MP41DH Printing Calculator","5/28/11","89945","Medium","50010","Central","26336","5/28/11","Regular Air","Iowa","0.00","3.50","1","3","38.00","17","480","14","151"
"Paper","Ames","Small Box","1779","Samantha Hall","Consumer","Office Supplies","Xerox 1885","4/9/12","89948","Low","50010","Central","25533","4/11/12","Regular Air","Iowa","8.00","69.00","1","10","37.00","315","457","7","48"
"Paper","San Carlos","Small Box","1781","Jackie Capps","Corporate","Office Supplies","Xerox 194","6/12/10","89857","High","94070","West","19237","6/14/10","Regular Air","California","0.00","69.00","1","11","37.00","454","659","14","55"
"Office Furnishings","San Carlos","Wrap Bag","1781","Jackie Capps","Home Office","Furniture","Master Caster Door Stop, Brown","7/7/10","89858","Low","94070","West","19419","7/12/10","Regular Air","California","3.00","69.00","1","4","51.00","15","22","2","5"
"Appliances","San Carlos","Small Box","1781","Jackie Capps","Corporate","Office Supplies","Hoover Upright Vacuum With Dirt Cup","9/29/11","89859","Critical","94070","West","19465","9/30/11","Regular Air","California","8.00","59.50","1","17","56.00","2723","4574","20","290"
"Paper","San Carlos","Small Box","1781","Jackie Capps","Corporate","Office Supplies","Xerox 207","9/29/11","89859","Critical","94070","West","19466","10/1/11","Regular Air","California","8.00","-62.90","1","23","37.00","90","144","5","6"
"Tables","San Carlos","Jumbo Box","1781","Jackie Capps","Home Office","Furniture","Hon iLevel Computer Training Table","12/10/12","89864","Low","94070","West","19708","12/15/12","Delivery Truck","California","2.00","-117.80","1","23","65.00","730","620","46","32"
"Pens  and  Art Supplies","San Clemente","Wrap Bag","1782","Lawrence Dennis","Home Office","Office Supplies","Newell 342","1/6/10","89856","High","92672","West","21283","1/8/10","Regular Air","California","3.00","-369.40","1","7","56.00","91","25","4","3"
"Appliances","San Clemente","Medium Box","1782","Lawrence Dennis","Home Office","Office Supplies","Honeywell Quietcare HEPA Air Cleaner","12/21/11","89861","Low","92672","West","19758","12/21/11","Regular Air","California","2.00","69.00","1","13","52.00","730","1058","14","79"
"Labels","San Clemente","Small Box","1782","Lawrence Dennis","Home Office","Office Supplies","Avery 496","12/21/11","89861","Low","92672","West","19759","12/26/11","Express Air","California","9.00","69.00","1","23","37.00","59","86","1","4"
"Storage  and  Organization","San Clemente","Small Box","1782","Lawrence Dennis","Home Office","Office Supplies","Dual Level, Single-Width Filing Carts","6/5/12","89863","Not Specified","92672","West","23488","6/6/12","Regular Air","California","3.00","38.20","1","4","59.00","237","620","7","155"
"Telephones and Communication","San Clemente","Medium Box","1782","Lawrence Dennis","Home Office","Technology","VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine","6/5/12","89863","Not Specified","92672","West","23489","6/6/12","Express Air","California","5.00","69.00","1","18","57.00","1937","2807","14","180"
"Computer Peripherals","San Clemente","Small Box","1782","Lawrence Dennis","Home Office","Technology","Adesso Programmable 142-Key Keyboard","11/25/13","89866","Not Specified","92672","West","21647","11/26/13","Regular Air","California","4.00","10.10","1","41","79.00","606","6002","4","152"
"Computer Peripherals","San Diego","Small Box","1783","Erin Y Stewart","Home Office","Technology","Belkin ErgoBoard Keyboard","10/14/11","89860","High","92105","West","23992","10/16/11","Express Air","California","0.00","8.70","1","18","64.00","49","570","7","31"
"Telephones and Communication","San Diego","Small Box","1783","Erin Y Stewart","Home Office","Technology","T28 WORLD","10/14/11","89860","High","92105","West","23993","10/16/11","Regular Air","California","9.00","-34.10","1","5","60.00","274","803","9","196"
"Chairs  and  Chairmats","San Diego","Jumbo Drum","1783","Erin Y Stewart","Corporate","Furniture","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","4/25/12","89862","Not Specified","92105","West","25855","4/27/12","Delivery Truck","California","9.00","15.10","1","8","69.00","210","1391","30","181"
"Binders and Binder Accessories","San Diego","Small Box","1783","Erin Y Stewart","Home Office","Office Supplies","Avery Flip-Chart Easel Binder, Black","10/14/13","89865","High","92105","West","23991","10/14/13","Regular Air","California","1.00","-40.40","1","5","38.00","48","119","15","22"
"Envelopes","San Diego","Small Box","1783","Erin Y Stewart","Corporate","Office Supplies","Staples Brown Kraft Recycled Clasp Envelopes","12/12/13","89867","Not Specified","92105","West","26369","12/13/13","Express Air","California","0.00","-15.30","1","22","35.00","20","134","5","6"
"Paper","San Diego","Small Box","1783","Erin Y Stewart","Corporate","Office Supplies","Array Parchment Paper, Assorted Colors","12/12/13","89867","Not Specified","92105","West","26370","12/13/13","Regular Air","California","10.00","-64.60","1","12","37.00","56","87","11","7"
"Chairs  and  Chairmats","Marblehead","Jumbo Drum","1784","Pam Riley","Corporate","Furniture","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","12/12/13","89867","Not Specified","1945","East","26367","12/13/13","Delivery Truck","Massachusetts","4.00","24.90","1","12","69.00","548","2204","30","181"
"Office Furnishings","Bridgeton","Small Pack","1785","Gayle Peterson","Corporate","Furniture","GE 48 Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","12/12/13","89867","Not Specified","8302","East","26366","12/14/13","Regular Air","New Jersey","2.00","69.00","1","9","35.00","634","919","9","99"
"Bookcases","Newark","Jumbo Box","1786","Erik Schwarz","Corporate","Furniture","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","12/12/13","89867","Not Specified","7101","East","26368","12/13/13","Delivery Truck","New Jersey","4.00","-26.50","1","14","62.00","3230","12196","45","881"
"Tables","Newark","Jumbo Drum","1786","Erik Schwarz","Corporate","Furniture","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","12/13/13","89868","Critical","7101","East","26358","12/15/13","Delivery Truck","New Jersey","3.00","59.80","1","13","","2756","4613","60","349"
"Telephones and Communication","Woodstock","Small Box","1788","Valerie Siegel","Consumer","Technology","TimeportP7382","7/21/10","88256","Critical","30188","South","23966","7/22/10","Regular Air","Georgia","4.00","95.30","1","6","56.00","961","1009","9","206"
"Labels","Woodstock","Small Box","1788","Valerie Siegel","Consumer","Office Supplies","Avery 51","1/28/11","88257","High","30188","South","21898","1/30/11","Express Air","Georgia","2.00","-69.70","1","8","39.00","38","54","1","6"
"Office Furnishings","Woodstock","Large Box","1788","Valerie Siegel","Consumer","Furniture","Electrix Fluorescent Magnifier Lamps  and  Weighted Base","6/9/11","88258","Low","30188","South","24099","6/13/11","Regular Air","Georgia","2.00","1.20","1","17","57.00","10","834","10","49"
"Pens  and  Art Supplies","Woodstock","Wrap Bag","1788","Valerie Siegel","Consumer","Office Supplies","Sanford Colorific Eraseable Coloring Pencils, 12 Count","6/9/11","88258","Low","30188","South","24100","6/16/11","Regular Air","Georgia","5.00","-60.50","1","15","42.00","31","51","2","3"
"Rubber Bands","Woodstock","Wrap Bag","1788","Valerie Siegel","Consumer","Office Supplies","Colored Push Pins","6/9/11","88258","Low","30188","South","24101","6/11/11","Regular Air","Georgia","5.00","-10897.80","1","3","49.00","631","6","2","2"
"Telephones and Communication","Woodstock","Small Box","1788","Valerie Siegel","Consumer","Technology","300 Series Non-Flip","10/8/11","88260","Not Specified","30188","South","25383","10/10/11","Regular Air","Georgia","2.00","-29.90","1","3","60.00","125","417","8","156"
"Paper","Wentzville","Small Box","1789","Allan Green","Consumer","Office Supplies","Xerox 212","8/17/11","88259","Critical","63385","Central","18503","8/18/11","Regular Air","Missouri","8.00","-94.50","1","19","37.00","111","117","8","6"
"Binders and Binder Accessories","Wentzville","Small Box","1789","Allan Green","Consumer","Office Supplies","Binding Machine Supplies","12/24/11","88261","Critical","63385","Central","18775","12/26/11","Regular Air","Missouri","5.00","69.00","1","20","37.00","411","596","6","29"
"Tables","Wentzville","Jumbo Box","1789","Allan Green","Consumer","Furniture","BPI Conference Tables","12/24/11","88261","Critical","63385","Central","18776","12/25/11","Delivery Truck","Missouri","3.00","-37.30","1","6","71.00","334","896","80","146"
"Telephones and Communication","Wentzville","Small Box","1789","Allan Green","Consumer","Technology","8290","12/24/11","88261","Critical","63385","Central","18777","12/27/11","Regular Air","Missouri","6.00","-114.40","1","2","60.00","246","215","6","126"
"Office Furnishings","Billings","Large Box","1790","Norman Benton","Consumer","Furniture","Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","8/23/12","88262","Not Specified","59102","West","26189","8/24/12","Regular Air","Montana","7.00","44.80","1","22","79.00","1026","2288","10","105"
"Telephones and Communication","Billings","Small Box","1790","Norman Benton","Consumer","Technology","MicroTAC 650","8/23/12","88262","Not Specified","59102","West","26190","8/25/12","Express Air","Montana","1.00","69.00","1","21","58.00","833","1208","5","66"
"Labels","Billings","Small Box","1790","Norman Benton","Consumer","Office Supplies","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","4/30/13","88263","High","59102","West","26097","5/3/13","Regular Air","Montana","5.00","-70.00","1","4","39.00","85","122","20","31"
"Bookcases","Billings","Jumbo Box","1790","Norman Benton","Consumer","Furniture","OSullivan Living Dimensions 2-Shelf Bookcases","6/11/13","88264","Medium","59102","West","26204","6/12/13","Delivery Truck","Montana","9.00","-85.50","1","3","75.00","323","379","59","121"
"Computer Peripherals","Billings","Small Box","1790","Norman Benton","Consumer","Technology","Microsoft Internet Keyboard","6/11/13","88264","Medium","59102","West","26205","6/12/13","Regular Air","Montana","1.00","-24.70","1","15","78.00","83","336","7","21"
"Telephones and Communication","Billings","Wrap Bag","1790","Norman Benton","Consumer","Technology","Accessory21","6/11/13","88264","Medium","59102","West","26206","6/13/13","Regular Air","Montana","10.00","69.00","1","17","37.00","194","281","1","21"
"Chairs  and  Chairmats","Freeport","Jumbo Drum","1792","Curtis C Andrews","Corporate","Furniture","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","3/17/12","87854","Critical","61032","Central","20129","3/19/12","Delivery Truck","Illinois","2.00","53.00","1","5","55.00","678","1279","43","244"
"Office Furnishings","Freeport","Wrap Bag","1792","Curtis C Andrews","Corporate","Furniture","Eldon Radial Chair Mat for Low to Medium Pile Carpets","3/17/12","87854","Critical","61032","Central","20130","3/18/12","Regular Air","Illinois","2.00","31.10","1","12","65.00","156","501","9","40"
"Chairs  and  Chairmats","Freeport","Jumbo Drum","1792","Curtis C Andrews","Corporate","Furniture","Bevis Steel Folding Chairs","7/19/12","87857","Critical","61032","Central","18406","7/19/12","Delivery Truck","Illinois","7.00","-149.10","1","13","57.00","1766","1185","74","96"
"Bookcases","Galesburg","Jumbo Box","1793","Derek Jernigan","Home Office","Furniture","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","1/6/10","87853","Critical","61401","Central","21284","1/7/10","Delivery Truck","Illinois","4.00","-196.70","1","8","62.00","13706","6969","45","881"
"Chairs  and  Chairmats","Galesburg","Jumbo Drum","1793","Derek Jernigan","Home Office","Furniture","Global High-Back Leather Tilter, Burgundy","6/2/12","87855","Critical","61401","Central","23569","6/2/12","Delivery Truck","Illinois","3.00","-76.80","1","17","74.00","1580","2058","70","123"
"Office Furnishings","Galesburg","Small Pack","1793","Derek Jernigan","Home Office","Furniture","DAX Metal Frame, Desktop, Stepped-Edge","6/21/12","87856","Critical","61401","Central","22607","6/22/12","Regular Air","Illinois","2.00","-33.80","1","3","46.00","23","67","9","20"
"Office Furnishings","Galesburg","Small Box","1793","Derek Jernigan","Small Business","Furniture","12-1/2 Diameter Round Wall Clock","11/19/12","87859","Critical","61401","Central","21552","11/21/12","Express Air","Illinois","5.00","3.40","1","19","49.00","13","381","10","20"
"Office Furnishings","Galesburg","Small Box","1793","Derek Jernigan","Consumer","Furniture","Linden 12 Wall Clock With Oak Frame","6/11/13","87860","Critical","61401","Central","24330","6/13/13","Express Air","Illinois","9.00","-59.10","1","10","55.00","197","333","20","34"
"Office Furnishings","Galesburg","Small Box","1793","Derek Jernigan","Consumer","Furniture","Howard Miller 16 Diameter Gallery Wall Clock","10/15/13","87861","Critical","61401","Central","23681","10/16/13","Regular Air","Illinois","10.00","27.70","1","12","46.00","203","733","14","64"
"Office Furnishings","Glen Ellyn","Small Box","1794","Linda Gates","Consumer","Furniture","Eldon Expressions Wood Desk Accessories, Oak","10/27/12","87858","Critical","60137","Central","26124","10/29/12","Regular Air","Illinois","0.00","-58.50","1","13","56.00","61","104","5","7"
"Paper","San Francisco","Wrap Bag","1796","Carlos Johnson","Corporate","Office Supplies","Wirebound Service Call Books, 5 1/2 x 4","4/10/11","90775","Low","94110","West","24367","4/12/11","Regular Air","California","9.00","69.00","1","10","37.00","65","94","2","10"
"Rubber Bands","San Francisco","Wrap Bag","1796","Carlos Johnson","Corporate","Office Supplies","Staples Bulldog Clip","4/10/11","90775","Low","94110","West","24368","4/15/11","Express Air","California","3.00","69.00","1","4","39.00","12","17","1","4"
"Envelopes","San Francisco","Small Box","1796","Carlos Johnson","Corporate","Office Supplies","Manila Recycled Extra-Heavyweight Clasp Envelopes, 6 x 9","9/26/11","90776","Critical","94110","West","25477","9/27/11","Regular Air","California","1.00","28.60","1","12","36.00","38","133","5","11"
"Binders and Binder Accessories","San Francisco","Small Box","1796","Carlos Johnson","Corporate","Office Supplies","Ibico Hi-Tech Manual Binding System","10/16/11","90777","Low","94110","West","21192","10/20/11","Express Air","California","3.00","69.00","1","15","40.00","3189","4622","20","305"
"Binders and Binder Accessories","San Francisco","Small Box","1796","Carlos Johnson","Corporate","Office Supplies","GBC DocuBind 200 Manual Binding Machine","3/23/13","90778","High","94110","West","24249","3/25/13","Express Air","California","1.00","69.00","1","8","35.00","2326","3371","20","421"
"Bookcases","San Francisco","Jumbo Box","1796","Carlos Johnson","Corporate","Furniture","Sauder Forest Hills Library, Woodland Oak Finish","3/23/13","90778","High","94110","West","24250","3/25/13","Delivery Truck","California","5.00","-33.90","1","9","77.00","428","1263","36","141"
"Office Machines","San Francisco","Jumbo Box","1796","Carlos Johnson","Corporate","Technology","Okidata Pacemark 4410N Wide Format Dot Matrix Printer","3/23/13","90778","High","94110","West","24251","3/24/13","Delivery Truck","California","5.00","-236.90","1","1","57.00","7961","3360","9","3502"
"Telephones and Communication","San Francisco","Wrap Bag","1796","Carlos Johnson","Corporate","Technology","Accessory41","3/23/13","90778","High","94110","West","24252","3/26/13","Regular Air","California","7.00","-18.90","1","3","38.00","17","92","6","36"
"Copiers and Fax","San Francisco","Large Box","1796","Carlos Johnson","Corporate","Technology","Canon Image Class D660 Copier","5/11/13","90779","Not Specified","94110","West","20075","5/12/13","Regular Air","California","8.00","-120.10","1","2","44.00","1353","1126","24","600"
"Telephones and Communication","San Francisco","Small Box","1796","Carlos Johnson","Corporate","Technology","Talkabout T8367","5/11/13","90779","Not Specified","94110","West","20076","5/13/13","Regular Air","California","8.00","35.20","1","8","56.00","156","444","9","66"
"Bookcases","San Francisco","Jumbo Box","1796","Carlos Johnson","Small Business","Furniture","Bush Westfield Collection Bookcases, Fully Assembled","8/2/13","90780","Low","94110","West","22693","8/7/13","Delivery Truck","California","7.00","-9.40","1","9","62.00","84","888","36","101"
"Bookcases","San Francisco","Jumbo Box","1796","Carlos Johnson","Small Business","Furniture","Hon Metal Bookcases, Black","8/2/13","90780","Low","94110","West","22694","8/7/13","Delivery Truck","California","1.00","8.70","1","25","60.00","163","1858","27","71"
"Tables","San Francisco","Large Box","1796","Carlos Johnson","Small Business","Furniture","Lesro Round Back Collection Coffee Table, End Table","8/2/13","90780","Low","94110","West","22695","8/4/13","Regular Air","California","5.00","-16.80","1","8","72.00","250","1491","69","183"
"Envelopes","San Francisco","Small Box","1796","Carlos Johnson","Corporate","Office Supplies","#10 White Business Envelopes,4 1/8 x 9 1/2","10/23/13","90781","High","94110","West","24679","10/24/13","Regular Air","California","3.00","25.90","1","3","38.00","13","48","1","16"
"Appliances","San Francisco","Small Box","1796","Carlos Johnson","Corporate","Office Supplies","Kensington 4 Outlet MasterPiece Compact Power Control Center","12/17/13","90782","Not Specified","94110","West","20123","12/19/13","Regular Air","California","10.00","61.30","1","7","57.00","320","523","1","81"
"Pens  and  Art Supplies","Ames","Wrap Bag","1798","Annette Cline","Corporate","Office Supplies","Dixon Ticonderoga Core-Lock Colored Pencils","10/22/12","85847","Not Specified","50010","Central","18007","10/23/12","Regular Air","Iowa","3.00","38.70","1","15","52.00","56","144","2","9"
"Telephones and Communication","Ames","Small Box","1798","Annette Cline","Corporate","Technology","CF 688","10/22/12","85847","Not Specified","50010","Central","18008","10/24/12","Regular Air","Iowa","1.00","4.80","1","7","58.00","45","946","9","156"
"Computer Peripherals","Ankeny","Small Box","1799","Jordan Marsh","Corporate","Technology","Belkin MediaBoard 104- Keyboard","8/26/11","85845","Low","50021","Central","21940","8/28/11","Regular Air","Iowa","8.00","-8.30","1","10","75.00","23","275","4","27"
"Telephones and Communication","Ankeny","Small Box","1799","Jordan Marsh","Corporate","Technology","6190","7/14/12","85846","Not Specified","50021","Central","21341","7/14/12","Regular Air","Iowa","5.00","-149.80","1","2","55.00","164","110","3","66"
"Binders and Binder Accessories","Ankeny","Small Box","1799","Jordan Marsh","Corporate","Office Supplies","Wilson Jones DublLock D-Ring Binders","10/5/13","85848","Critical","50021","Central","23389","10/6/13","Regular Air","Iowa","7.00","6.20","1","7","35.00","3","46","3","7"
"Scissors, Rulers and Trimmers","Bettendorf","Small Pack","1800","Bradley Brantley","Corporate","Office Supplies","Fiskars Softgrip Scissors","3/19/11","85844","High","52722","Central","24233","3/20/11","Regular Air","Iowa","4.00","32.30","1","12","57.00","43","132","3","11"
"Computer Peripherals","Bettendorf","Small Box","1800","Bradley Brantley","Corporate","Technology","Micro Innovations 104 Keyboard","10/5/13","85848","Critical","52722","Central","23390","10/6/13","Regular Air","Iowa","0.00","-65.10","1","16","64.00","116","179","7","11"
"Scissors, Rulers and Trimmers","Dunedin","Wrap Bag","1802","Jack Morse","Corporate","Office Supplies","*Staples* vLetter Openers, 2/Pack","6/1/10","91543","Critical","34698","South","22986","6/2/10","Regular Air","Florida","4.00","728.80","1","11","83.00","301","41","1","4"
"Binders and Binder Accessories","Dunedin","Small Box","1802","Jack Morse","Corporate","Office Supplies","GBC DocuBind P100 Manual Binding Machine","8/5/12","91544","Low","34698","South","23015","8/12/12","Regular Air","Florida","9.00","-6.90","1","21","40.00","221","3214","20","166"
"Tables","Dunedin","Jumbo Box","1802","Jack Morse","Corporate","Furniture","Balt Solid Wood Rectangular Table","8/5/12","91544","Low","34698","South","23016","8/10/12","Delivery Truck","Florida","6.00","-642.00","1","6","75.00","3943","614","42","105"
"Copiers and Fax","Dunedin","Large Box","1802","Jack Morse","Corporate","Technology","Canon PC1060 Personal Laser Copier","3/30/13","91547","Low","34698","South","23216","4/1/13","Regular Air","Florida","10.00","-1.60","1","8","41.00","80","5141","24","700"
"Binders and Binder Accessories","Dunedin","Small Box","1802","Jack Morse","Corporate","Office Supplies","Avery Non-Stick Binders","6/1/13","91548","Critical","34698","South","22985","6/1/13","Regular Air","Florida","8.00","-6413.70","1","4","39.00","1137","18","1","4"
"Pens  and  Art Supplies","Brunswick","Wrap Bag","1803","Katie Oh","Corporate","Office Supplies","Newell 310","1/7/13","91545","Low","4011","East","23733","1/12/13","Regular Air","Maine","1.00","-66.20","1","2","56.00","3","4","1","2"
"Storage  and  Organization","Manchester","Small Box","1804","Bobby Rankin","Corporate","Office Supplies","Fellowes Staxonsteel Drawer Files","1/18/13","91546","Critical","3101","East","25406","1/20/13","Regular Air","New Hampshire","8.00","23.70","1","9","71.00","395","1669","20","193"
"Paper","Hoboken","Small Box","1805","Luis Henry","Corporate","Office Supplies","Xerox 216","8/15/13","91549","Not Specified","7030","East","25866","8/16/13","Regular Air","New Jersey","3.00","-52.90","1","17","37.00","59","112","8","6"
"Appliances","Webster Groves","Small Box","1807","Sarah McCormick","Home Office","Office Supplies","Hoover Upright Vacuum With Dirt Cup","1/4/11","89252","High","63119","Central","24470","1/7/11","Regular Air","Missouri","2.00","-105.50","1","1","56.00","308","292","20","290"
"Envelopes","Webster Groves","Small Box","1807","Sarah McCormick","Home Office","Office Supplies","Staples Standard Envelopes","5/8/11","89253","Low","63119","Central","25688","5/13/11","Regular Air","Missouri","10.00","69.00","1","12","38.00","44","64","1","6"
"Binders and Binder Accessories","Webster Groves","Small Box","1807","Sarah McCormick","Home Office","Office Supplies","Fellowes PB300 Plastic Comb Binding Machine","3/2/13","89256","High","63119","Central","25086","3/4/13","Regular Air","Missouri","7.00","69.00","1","8","38.00","2032","2944","20","388"
"Computer Peripherals","Parkersburg","Small Pack","1808","Joyce Knox","Home Office","Technology","Imation Neon Mac Format Diskettes, 10/Pack","3/17/10","89251","Medium","26101","East","18901","3/18/10","Express Air","West Virginia","1.00","-46.00","1","10","77.00","41","89","3","8"
"Copiers and Fax","Parkersburg","Large Box","1808","Joyce Knox","Home Office","Technology","Canon PC940 Copier","1/4/11","89252","High","26101","East","24468","1/5/11","Regular Air","West Virginia","2.00","-157.50","1","1","52.00","708","450","24","450"
"Storage  and  Organization","Parkersburg","Small Box","1808","Joyce Knox","Home Office","Office Supplies","Fellowes Stor/Drawer Steel Plus Storage Drawers","1/4/11","89252","High","26101","East","24469","1/7/11","Express Air","West Virginia","3.00","2.80","1","12","79.00","34","1203","20","95"
"Computer Peripherals","Parkersburg","Small Box","1808","Joyce Knox","Home Office","Technology","Logitech Cordless Access Keyboard","6/21/12","89254","Medium","26101","East","24043","6/22/12","Express Air","West Virginia","5.00","50.60","1","11","51.00","170","335","6","30"
"Paper","Parkersburg","Small Box","1808","Joyce Knox","Home Office","Office Supplies","Xerox 1949","8/9/12","89255","Low","26101","East","21296","8/11/12","Regular Air","West Virginia","1.00","-41.00","1","2","36.00","5","13","5","5"
"Tables","Parkersburg","Jumbo Box","1808","Joyce Knox","Home Office","Furniture","Hon iLevel Computer Training Table","8/9/12","89255","Low","26101","East","21297","8/14/12","Delivery Truck","West Virginia","3.00","13.20","1","8","65.00","36","273","46","32"
"Paper","Enterprise","Wrap Bag","1809","Marguerite Reed","Corporate","Office Supplies","REDIFORM Incoming/Outgoing Call Register, 11 X 8 1/2, 100 Messages","6/6/11","91351","Not Specified","36330","South","21737","6/8/11","Regular Air","Alabama","1.00","0.00","1","16","35.00","0","137","1","8"
"Pens  and  Art Supplies","Enterprise","Small Pack","1809","Marguerite Reed","Corporate","Office Supplies","Boston 1730 StandUp Electric Pencil Sharpener","10/21/12","91353","Critical","36330","South","25353","10/21/12","Regular Air","Alabama","8.00","-116.50","1","15","59.00","369","317","9","21"
"Paper","Los Angeles","Wrap Bag","1810","Denise Albright","Corporate","Office Supplies","REDIFORM Incoming/Outgoing Call Register, 11 X 8 1/2, 100 Messages","6/6/11","26695","Not Specified","90032","West","3737","6/8/11","Regular Air","California","1.00","29.40","1","65","35.00","163","555","1","8"
"Computer Peripherals","Los Angeles","Small Box","1810","Denise Albright","Corporate","Technology","Belkin ErgoBoard Keyboard","9/15/12","26439","Medium","90032","West","3702","9/16/12","Regular Air","California","0.00","3.10","1","74","64.00","76","2397","7","31"
"Paper","Los Angeles","Small Box","1810","Denise Albright","Corporate","Office Supplies","Xerox 1953","9/15/12","26439","Medium","90032","West","3703","9/15/12","Regular Air","California","4.00","-34.60","1","72","40.00","114","331","6","4"
"Telephones and Communication","Los Angeles","Small Box","1810","Denise Albright","Corporate","Technology","MicroTAC 650","9/15/12","26439","Medium","90032","West","3704","9/17/12","Regular Air","California","10.00","2.30","1","45","58.00","54","2303","5","66"
"Pens  and  Art Supplies","Los Angeles","Small Pack","1810","Denise Albright","Corporate","Office Supplies","Boston 1730 StandUp Electric Pencil Sharpener","10/21/12","52389","Critical","90032","West","7353","10/21/12","Regular Air","California","8.00","-5.30","1","61","59.00","69","1290","9","21"
"Computer Peripherals","Eden","Small Box","1811","Timothy S Connolly","Corporate","Technology","Belkin ErgoBoard Keyboard","9/15/12","91352","Medium","27288","South","21702","9/16/12","Regular Air","North Carolina","0.00","-238.10","1","19","64.00","1465","615","7","31"
"Paper","Eden","Small Box","1811","Timothy S Connolly","Corporate","Office Supplies","Xerox 1953","9/15/12","91352","Medium","27288","South","21703","9/15/12","Regular Air","North Carolina","4.00","22.30","1","18","40.00","18","83","6","4"
"Telephones and Communication","Eden","Small Box","1811","Timothy S Connolly","Corporate","Technology","MicroTAC 650","9/15/12","91352","Medium","27288","South","21704","9/17/12","Regular Air","North Carolina","10.00","-21.60","1","11","58.00","122","563","5","66"
"Rubber Bands","Meridian","Wrap Bag","1813","Dwight Banks","Home Office","Office Supplies","Plymouth Boxed Rubber Bands by Plymouth","2/10/11","90526","Low","39301","South","20866","2/10/11","Regular Air","Mississippi","3.00","10951.70","1","1","80.00","617","6","1","5"
