Category,City,Container,Continent,Country Region,Customer Id,Customer Name,Customer Segment,Department,Item,Order Date,Order Id,Order Priority,Postal Code,Region,Row Id,Ship Date,Ship Mode,State,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Appliances,Huber Heights,Large Box,North America,United States of America,1726,Robyn Buchanan,Corporate,Office Supplies,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,3/7/11,87196,Not Specified,45424,East,4122,3/9/11,Regular Air,Ohio,0,1,12,0.54,671,972,20,77
Storage  and  Organization,Long Beach,Large Box,North America,United States of America,2245,Ben P Bowen,Corporate,Office Supplies,Tennsco Commercial Shelving,5/20/12,88697,Not Specified,11561,East,8805,5/21/12,Regular Air,New York,0,1,14,0.84,"-1,049",321,35,20
Appliances,New York City,Small Box,North America,United States of America,607,Clara Hauser,Corporate,Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,3/1/11,738,Not Specified,10177,East,4050,3/3/11,Regular Air,New York,0.04,1,7,0.59,33,561,5,81
Appliances,White Plains,Small Box,North America,United States of America,608,Daniel Jones,Corporate,Office Supplies,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,3/1/11,86437,Not Specified,10605,East,4055,3/3/11,Regular Air,New York,0.04,1,2,0.59,33,160,5,81
Appliances,Lancaster,Small Box,North America,United States of America,1890,Marcia Bullock,Corporate,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,3/1/11,90632,Not Specified,43130,East,4058,3/2/11,Regular Air,Ohio,0.03,1,5,0.56,168,244,4,49
Appliances,Bennington,Small Box,North America,United States of America,1914,Ellen Avery,Corporate,Office Supplies,Hoover Upright Vacuum With Dirt Cup,6/8/13,87340,Not Specified,5201,East,13779,6/9/13,Regular Air,Vermont,0.03,1,5,0.56,933,"1,432",20,290
Binders and Binder Accessories,Fairfield,Small Box,North America,United States of America,275,Roger Blalock Cassidy,Corporate,Office Supplies,Recycled Premium Regency Composition Covers,7/24/10,89292,Not Specified,6824,East,1956,7/25/10,Regular Air,Connecticut,0.09,1,4,0.36,-52,62,11,15
Binders and Binder Accessories,Bangor,Small Box,North America,United States of America,2095,Frederick Lang,Corporate,Office Supplies,Trimflex Flexible Post Binders,9/25/13,86631,Not Specified,4401,East,15452,9/26/13,Regular Air,Maine,0,1,19,0.37,281,408,3,21
Binders and Binder Accessories,Boston,Small Box,North America,United States of America,1129,Pam Patton,Corporate,Office Supplies,Acco D-Ring Binder w/DublLock,2/20/11,14023,Not Specified,2118,East,3916,2/22/11,Regular Air,Massachusetts,0.08,1,36,0.36,241,711,3,21
Binders and Binder Accessories,Newton,Small Box,North America,United States of America,2295,Steve Ballard,Corporate,Office Supplies,GBC Imprintable Covers,8/31/13,89165,Not Specified,2456,East,15003,9/2/13,Regular Air,Massachusetts,0.06,1,13,0.36,22,138,5,11
Binders and Binder Accessories,Boston,Small Box,North America,United States of America,1413,Pamela Wiley,Corporate,Office Supplies,Peel  and  Stick Add-On Corner Pockets,2/14/13,1537,Not Specified,2113,East,11950,2/14/13,Regular Air,Massachusetts,0.07,1,5,0.37,-20,17,6,2
Binders and Binder Accessories,Boston,Small Box,North America,United States of America,3011,Tammy Raynor,Corporate,Office Supplies,Wilson Jones Standard D-Ring Binders,9/25/13,39972,Not Specified,2113,East,15445,9/28/13,Regular Air,Massachusetts,0.05,1,40,0.38,-7,204,3,5
Binders and Binder Accessories,Laconia,Small Box,North America,United States of America,3137,Alison Sharp,Corporate,Office Supplies,Ibico Hi-Tech Manual Binding System,12/8/10,86795,Not Specified,3246,East,3228,12/9/10,Regular Air,New Hampshire,0.09,1,8,0.4,"1,624","2,354",20,305
Binders and Binder Accessories,Hampton,Small Box,North America,United States of America,1414,Melvin Hsu,Corporate,Office Supplies,Peel  and  Stick Add-On Corner Pockets,2/14/13,87095,Not Specified,3842,East,11958,2/14/13,Regular Air,New Hampshire,0.07,1,1,0.37,-20,3,6,2
Binders and Binder Accessories,Rome,Small Box,North America,United States of America,3013,Ronnie Pace,Corporate,Office Supplies,Wilson Jones Standard D-Ring Binders,9/25/13,86350,Not Specified,13440,East,15451,9/28/13,Regular Air,New York,0.05,1,10,0.38,-7,51,3,5
Binders and Binder Accessories,Wooster,Small Box,North America,United States of America,1571,Pat Bowden,Corporate,Office Supplies,Large Capacity Hanging Post Binders,2/6/13,87843,Not Specified,44691,East,11821,2/6/13,Regular Air,Ohio,0.03,1,8,0.39,135,196,3,25
Binders and Binder Accessories,Essex Junction,Small Box,North America,United States of America,3058,Russell Nichols,Corporate,Office Supplies,Heavy-Duty E-Z-D Binders,5/21/12,86664,Not Specified,5451,East,8832,5/23/12,Regular Air,Vermont,0.01,1,6,0.38,37,67,3,11
Envelopes,Billerica,Small Box,North America,United States of America,1149,Edgar Vogel,Corporate,Office Supplies,#10- 4 1/8 x 9 1/2 Recycled Envelopes,9/29/13,91350,Not Specified,1821,East,15488,10/1/13,Regular Air,Massachusetts,0,1,15,0.38,-78,138,8,9
Envelopes,Camden,Small Box,North America,United States of America,1163,Clifford Morrow,Corporate,Office Supplies,#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes,2/1/11,89118,Not Specified,8101,East,3729,2/2/11,Regular Air,New Jersey,0.02,1,5,0.4,57,83,1,16
Envelopes,East Massapequa,Small Box,North America,United States of America,1998,Judy Frazier,Corporate,Office Supplies,Grip Seal Envelopes,12/3/10,90568,Not Specified,11758,East,3179,12/5/10,Regular Air,New York,0.06,1,3,0.38,-10,15,5,4
Envelopes,Oceanside,Small Box,North America,United States of America,2391,Jacob McNeill,Corporate,Office Supplies,"Tyvek  Top-Opening Peel  and  Seel Envelopes, Plain White",5/25/10,91122,Not Specified,11572,East,1433,5/27/10,Regular Air,New York,0.1,1,12,0.38,204,314,8,27
Envelopes,Cincinnati,Small Box,North America,United States of America,84,Helen Stein,Corporate,Office Supplies,Quality Park Security Envelopes,10/29/11,87368,Not Specified,45231,East,6549,10/31/11,Regular Air,Ohio,0.08,1,14,0.38,251,364,1,26
Envelopes,Monroeville,Small Box,North America,United States of America,1831,Audrey Hendricks,Corporate,Office Supplies,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6 x 9",8/30/12,90286,Not Specified,15146,East,9897,9/1/12,Regular Air,Pennsylvania,0.02,1,12,0.36,53,133,5,11
Labels,Boston,Small Box,North America,United States of America,3011,Tammy Raynor,Corporate,Office Supplies,Avery 48,9/25/13,39972,Not Specified,2113,East,15443,9/26/13,Regular Air,Massachusetts,0.03,1,74,0.39,108,475,1,6
Labels,Boston,Small Box,North America,United States of America,1129,Pam Patton,Corporate,Office Supplies,Avery 487,7/18/12,12897,Not Specified,2118,East,9463,7/19/12,Regular Air,Massachusetts,0.03,1,53,0.38,60,192,1,4
Labels,Boston,Small Box,North America,United States of America,3011,Tammy Raynor,Corporate,Office Supplies,Avery 501,9/25/13,39972,Not Specified,2113,East,15444,9/27/13,Regular Air,Massachusetts,0.01,1,76,0.38,63,293,1,4
Labels,Rochester,Small Box,North America,United States of America,3012,Annie Livingston,Corporate,Office Supplies,Avery 48,9/25/13,86350,Not Specified,14609,East,15449,9/26/13,Regular Air,New York,0.03,1,18,0.39,80,116,1,6
Labels,Rochester,Small Box,North America,United States of America,3012,Annie Livingston,Corporate,Office Supplies,Avery 501,9/25/13,86350,Not Specified,14609,East,15450,9/27/13,Regular Air,New York,0.01,1,19,0.38,50,73,1,4
Labels,Auburn,Small Box,North America,United States of America,393,Shawn Combs,Corporate,Office Supplies,Avery 51,7/2/13,86394,Not Specified,13021,East,14078,7/3/13,Regular Air,New York,0.04,1,7,0.39,30,43,1,6
Paper,Dundalk,Small Box,North America,United States of America,1494,Kate Lehman,Corporate,Office Supplies,Xerox 193,12/3/11,85881,Not Specified,21222,East,6942,12/4/11,Regular Air,Maryland,0.01,1,7,0.36,-13,44,5,6
Paper,Boston,Small Box,North America,United States of America,1129,Pam Patton,Corporate,Office Supplies,Xerox 1948,2/20/11,14023,Not Specified,2118,East,3917,2/21/11,Regular Air,Massachusetts,0.03,1,48,0.4,41,498,5,10
Paper,Gloucester,Small Box,North America,United States of America,1273,Lois Bloom,Corporate,Office Supplies,Xerox 2,12/9/13,88415,Not Specified,1930,East,16510,12/11/13,Regular Air,Massachusetts,0.09,1,14,0.37,-21,92,6,6
Paper,Maple Shade,Small Box,North America,United States of America,319,Jenny Henry,Corporate,Office Supplies,Xerox 1949,5/14/13,86043,Not Specified,8052,East,13377,5/15/13,Regular Air,New Jersey,0.05,1,9,0.36,-56,44,5,5
Paper,Hoboken,Small Box,North America,United States of America,1805,Luis Henry,Corporate,Office Supplies,Xerox 216,8/15/13,91549,Not Specified,7030,East,14770,8/16/13,Regular Air,New Jersey,0.03,1,17,0.37,-59,112,8,6
Paper,New York City,Small Box,North America,United States of America,2303,Joe Baldwin,Corporate,Office Supplies,Xerox 1922,12/30/12,22051,Not Specified,10011,East,11254,1/1/13,Regular Air,New York,0.01,1,78,0.36,-161,419,7,5
Paper,New York City,Small Box,North America,United States of America,607,Clara Hauser,Corporate,Office Supplies,Xerox 23,3/1/11,738,Not Specified,10177,East,4051,3/2/11,Regular Air,New York,0.08,1,31,0.37,-57,190,5,6
Paper,White Plains,Small Box,North America,United States of America,608,Daniel Jones,Corporate,Office Supplies,Xerox 23,3/1/11,86437,Not Specified,10605,East,4056,3/2/11,Regular Air,New York,0.08,1,8,0.37,-57,49,5,6
Paper,Wooster,Small Box,North America,United States of America,1571,Pat Bowden,Corporate,Office Supplies,Xerox 1904,2/6/13,87843,Not Specified,44691,East,11822,2/6/13,Regular Air,Ohio,0,1,13,0.36,-77,90,6,6
Paper,Radnor,Small Box,North America,United States of America,2228,Beverly Baker,Corporate,Office Supplies,Xerox 20,7/3/11,89156,Not Specified,19087,East,5288,7/4/11,Regular Air,Pennsylvania,0.02,1,12,0.37,-103,81,7,6
Paper,Harrisburg,Small Box,North America,United States of America,1690,Neil Bailey,Corporate,Office Supplies,Xerox 216,12/4/13,91085,Not Specified,17112,East,16440,12/4/13,Regular Air,Pennsylvania,0.05,1,21,0.37,-59,133,8,6
Paper,Huntington,Small Box,North America,United States of America,1595,Chad Henson,Corporate,Office Supplies,Xerox 199,4/17/12,90798,Not Specified,25705,East,8446,4/19/12,Regular Air,West Virginia,0.08,1,11,0.4,-135,47,6,4
Storage  and  Organization,Woburn,Small Box,North America,United States of America,584,Timothy Currie,Corporate,Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",7/21/10,88646,Not Specified,1801,East,1936,7/23/10,Regular Air,Massachusetts,0.04,1,7,0.59,-266,117,18,16
Storage  and  Organization,Montclair,Small Box,North America,United States of America,1584,Milton Davenport,Corporate,Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",5/4/12,90937,Not Specified,7042,East,8648,5/6/12,Regular Air,New Jersey,0.03,1,4,0.59,-40,68,8,16
Storage  and  Organization,Sayreville,Small Box,North America,United States of America,2607,Jim Day Decker,Corporate,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",10/5/12,87386,Not Specified,8871,East,10307,10/7/12,Regular Air,New Jersey,0.04,1,4,0.59,-18,54,5,13
Storage  and  Organization,Rome,Small Box,North America,United States of America,3015,Julian Stallings,Corporate,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,9/17/13,91591,Not Specified,13440,East,15307,9/18/13,Regular Air,New York,0.06,1,25,0.66,-34,639,9,25
Storage  and  Organization,New York City,Small Box,North America,United States of America,607,Clara Hauser,Corporate,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,9/14/11,31040,Not Specified,10177,East,6023,9/16/11,Regular Air,New York,0.1,1,35,0.7,-35,"1,005",7,30
Storage  and  Organization,Yonkers,Small Box,North America,United States of America,609,Shawn Adler,Corporate,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,9/14/13,86445,Not Specified,10701,East,15243,9/16/13,Regular Air,New York,0.1,1,10,0.7,-33,287,7,30
Storage  and  Organization,Cincinnati,Small Box,North America,United States of America,84,Helen Stein,Corporate,Office Supplies,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,10/29/11,87368,Not Specified,45231,East,6550,11/1/11,Regular Air,Ohio,0,1,2,0.57,-33,35,9,15
Storage  and  Organization,Harrisburg,Small Box,North America,United States of America,1690,Neil Bailey,Corporate,Office Supplies,Fellowes Stor/Drawer Steel Plus Storage Drawers,12/1/10,91078,Not Specified,17112,East,3163,12/2/10,Regular Air,Pennsylvania,0.09,1,22,0.79,-143,"2,054",20,95
Pens  and  Art Supplies,Dundalk,Small Pack,North America,United States of America,831,Lindsay McGuire,Corporate,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",4/21/12,90274,Not Specified,21222,East,8493,4/24/12,Regular Air,Maryland,0.1,1,12,0.58,23,347,9,31
Pens  and  Art Supplies,New York City,Small Pack,North America,United States of America,2618,Amy Hamrick Melvin,Corporate,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",8/9/13,3136,Not Specified,10004,East,14638,8/11/13,Regular Air,New York,0.1,1,16,0.58,-39,477,9,31
"Scissors, Rulers and Trimmers",Washington,Small Pack,North America,United States of America,2867,Dana Teague,Corporate,Office Supplies,Kleencut Forged Office Shears by Acme United Corporation,2/20/13,6,Not Specified,20016,East,12057,2/21/13,Regular Air,District of Columbia,0.01,1,2,0.55,-5,7,3,2
"Scissors, Rulers and Trimmers",Dix Hills,Small Pack,North America,United States of America,1086,Leon Peele,Corporate,Office Supplies,Fiskars Softgrip Scissors,3/31/11,86125,Not Specified,11746,East,4336,4/1/11,Regular Air,New York,0.04,1,2,0.57,-10,22,3,11
Paper,New York City,Wrap Bag,North America,United States of America,68,Scott Bunn,Corporate,Office Supplies,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2 x 7",6/12/13,26274,Not Specified,10177,East,13829,6/13/13,Regular Air,New York,0.06,1,62,0.4,122,571,2,9
Paper,Deer Park,Wrap Bag,North America,United States of America,1085,Ted Dunlap,Corporate,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",5/13/10,86124,Not Specified,11729,East,1302,5/14/10,Regular Air,New York,0.02,1,8,0.38,207,299,5,38
Paper,Rome,Wrap Bag,North America,United States of America,3015,Julian Stallings,Corporate,Office Supplies,White GlueTop Scratch Pads,9/17/13,91591,Not Specified,13440,East,15306,9/17/13,Regular Air,New York,0.04,1,13,0.39,135,196,2,15
Paper,Rutland,Wrap Bag,North America,United States of America,2299,Marsha Shaffer,Corporate,Office Supplies,Wirebound Voice Message Log Book,2/10/13,89162,Not Specified,5701,East,11888,2/12/13,Regular Air,Vermont,0.05,1,6,0.39,19,28,1,5
Paper,Wheeling,Wrap Bag,North America,United States of America,911,Marsha P Joyner,Corporate,Office Supplies,"Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4",1/31/10,90185,Not Specified,26003,East,358,2/2/10,Regular Air,West Virginia,0.05,1,2,0.36,-21,17,6,8
Pens  and  Art Supplies,Boston,Wrap Bag,North America,United States of America,1413,Pamela Wiley,Corporate,Office Supplies,Avery Hi-Liter Fluorescent Desk Style Markers,8/2/13,45539,Not Specified,2113,East,14535,8/4/13,Regular Air,Massachusetts,0.08,1,54,0.48,14,175,1,3
Pens  and  Art Supplies,Wilbraham,Wrap Bag,North America,United States of America,3056,Bonnie Carver Huang,Corporate,Office Supplies,Newell 31,5/21/12,86664,Not Specified,1095,East,8833,5/22/12,Regular Air,Massachusetts,0.03,1,18,0.57,29,78,1,4
Pens  and  Art Supplies,Shaker Heights,Wrap Bag,North America,United States of America,1716,April Whitehead,Corporate,Office Supplies,"Quartet Alpha White Chalk, 12/Pack",2/7/13,89656,Not Specified,44118,East,11836,2/9/13,Regular Air,Ohio,0.03,1,10,0.38,10,22,1,2
Pens  and  Art Supplies,Rutland,Wrap Bag,North America,United States of America,3270,Harry Dodson Walsh,Corporate,Office Supplies,Newell 312,5/25/11,89837,Not Specified,5701,East,4900,5/26/11,Regular Air,Vermont,0.07,1,17,0.55,53,98,1,6
Rubber Bands,Plainfield,Wrap Bag,North America,United States of America,3391,Frederick Godwin,Corporate,Office Supplies,Acco Hot Clips Clips to Go,1/9/13,90158,Not Specified,7060,East,11439,1/11/13,Regular Air,New Jersey,0.07,1,11,0.4,9,34,1,3
Rubber Bands,Delaware,Wrap Bag,North America,United States of America,399,Sheryl Law,Corporate,Office Supplies,Rubber Band Ball,3/19/12,89321,Not Specified,43015,East,8148,3/20/12,Regular Air,Ohio,0.02,1,10,0.83,-16,38,1,4
Rubber Bands,Radnor,Wrap Bag,North America,United States of America,2228,Beverly Baker,Corporate,Office Supplies,Rubber Band Ball,4/22/12,89158,Not Specified,19087,East,8508,4/25/12,Regular Air,Pennsylvania,0.1,1,13,0.83,-33,45,1,4
"Scissors, Rulers and Trimmers",Beavercreek,Wrap Bag,North America,United States of America,3384,Eddie Morrison,Corporate,Office Supplies,"*Staples* vLetter Openers, 2/Pack",5/24/11,88748,Not Specified,45431,East,4878,5/27/11,Regular Air,Ohio,0.1,1,11,0.83,-32,39,1,4
Appliances,Cairo,Large Box,Africa,Egypt,1724,Joe Stark,Corporate,Office Supplies,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,3/7/11,9568,Not Specified,,International,4108,3/9/11,Regular Air,Al Qahirah,0,1,46,0.54,749,"3,726",20,77
Storage  and  Organization,Addis Ababa,Large Box,Africa,Ethiopia,2242,Kevin Aldridge,Corporate,Office Supplies,Tennsco Commercial Shelving,5/20/12,24099,Not Specified,,International,8792,5/21/12,Regular Air,Addis Ababa,0,1,57,0.84,"-1,049","1,308",35,20
Storage  and  Organization,Lagos,Large Box,Africa,Nigeria,795,John Abbott,Corporate,Office Supplies,Space Solutions Commercial Steel Shelving,6/1/10,7398,Not Specified,,International,1478,6/3/10,Regular Air,Lagos State,0.07,1,51,0.8,"-1,345","3,272",35,65
Appliances,Nairobi,Medium Box,Africa,Kenya,384,Christina Griffin,Corporate,Office Supplies,Holmes Odor Grabber,7/19/11,56101,Not Specified,,International,5386,7/21/11,Regular Air,Nairobi Prov,0.01,1,1,0.52,-7,21,7,14
Appliances,Lagos,Medium Box,Africa,Nigeria,795,John Abbott,Corporate,Office Supplies,Holmes Odor Grabber,6/19/10,1218,Not Specified,,International,1630,6/22/10,Regular Air,Lagos State,0.1,1,5,0.52,-38,77,7,14
Appliances,Addis Ababa,Small Box,Africa,Ethiopia,2888,Jeanne Fuller McMillan,Corporate,Office Supplies,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,9/20/13,39783,Not Specified,,International,15355,9/22/13,Regular Air,Addis Ababa,0.04,1,40,0.6,-227,174,7,4
Appliances,Addis Ababa,Small Box,Africa,Ethiopia,2888,Jeanne Fuller McMillan,Corporate,Office Supplies,Fellowes 8 Outlet Superior Workstation Surge Protector,11/5/11,34816,Not Specified,,International,6629,11/5/11,Regular Air,Addis Ababa,0.1,1,99,0.56,"3,045","3,955",5,42
Appliances,Nairobi,Small Box,Africa,Kenya,131,Mitchell Andrews,Corporate,Office Supplies,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,11/30/13,18368,Not Specified,,International,16363,12/2/13,Regular Air,Nairobi Prov,0,1,11,0.59,520,781,4,71
Binders and Binder Accessories,Cairo,Small Box,Africa,Egypt,189,Marjorie Jenkins,Corporate,Office Supplies,Durable Pressboard Binders,10/9/13,18308,Not Specified,,International,15655,10/11/13,Regular Air,Al Qahirah,0.05,1,63,0.38,16,240,1,4
Binders and Binder Accessories,Cairo,Small Box,Africa,Egypt,1240,Johnny Martin,Corporate,Office Supplies,Fellowes PB300 Plastic Comb Binding Machine,9/16/10,21121,Not Specified,,International,2464,9/17/10,Regular Air,Al Qahirah,0,1,91,0.38,"9,374","36,719",20,388
Binders and Binder Accessories,Cairo,Small Box,Africa,Egypt,876,Stacy Stafford,Corporate,Office Supplies,GBC Wire Binding Strips,3/14/13,27490,Not Specified,,International,12355,3/16/13,Regular Air,Al Qahirah,0.02,1,18,0.37,93,612,13,32
Binders and Binder Accessories,Addis Ababa,Small Box,Africa,Ethiopia,2888,Jeanne Fuller McMillan,Corporate,Office Supplies,GBC Standard Plastic Binding Systems Combs,9/20/13,39783,Not Specified,,International,15356,9/22/13,Regular Air,Addis Ababa,0.02,1,65,0.36,18,621,6,9
Binders and Binder Accessories,Nairobi,Small Box,Africa,Kenya,384,Christina Griffin,Corporate,Office Supplies,GBC Therma-A-Bind 250T Electric Binding System,7/19/11,56101,Not Specified,,International,5387,7/22/11,Regular Air,Nairobi Prov,0.08,1,53,0.37,"1,886","6,441",20,123
Binders and Binder Accessories,Kano,Small Box,Africa,Nigeria,2093,Roberta Ayers,Corporate,Office Supplies,Trimflex Flexible Post Binders,9/25/13,51107,Not Specified,,International,15446,9/26/13,Regular Air,Kano State,0,1,76,0.37,"1,033","1,631",3,21
Binders and Binder Accessories,Lagos,Small Box,Africa,Nigeria,795,John Abbott,Corporate,Office Supplies,Avery Printable Repositionable Plastic Tabs,3/11/10,2373,Not Specified,,International,674,3/12/10,Regular Air,Lagos State,0.06,1,36,0.38,-46,318,6,9
Envelopes,Addis Ababa,Small Box,Africa,Ethiopia,2888,Jeanne Fuller McMillan,Corporate,Office Supplies,"Tyvek Interoffice Envelopes, 9 1/2 x 12 1/2, 100/Box",11/5/11,34816,Not Specified,,International,6630,11/7/11,Regular Air,Addis Ababa,0.1,1,146,0.38,"6,716","8,722",20,61
Labels,Addis Ababa,Small Box,Africa,Ethiopia,2888,Jeanne Fuller McMillan,Corporate,Office Supplies,Avery 520,9/20/13,39783,Not Specified,,International,15357,9/21/13,Regular Air,Addis Ababa,0.02,1,61,0.37,144,199,1,3
Paper,Cairo,Small Box,Africa,Egypt,2452,Suzanne Pennington,Corporate,Office Supplies,Xerox 1904,8/12/13,27078,Not Specified,,International,14701,8/13/13,Regular Air,Al Qahirah,0.03,1,44,0.36,54,305,6,6
Paper,Cairo,Small Box,Africa,Egypt,1240,Johnny Martin,Corporate,Office Supplies,Xerox 1920,2/2/11,55877,Not Specified,,International,3743,2/3/11,Regular Air,Al Qahirah,0.03,1,19,0.4,-73,127,8,6
Paper,Cairo,Small Box,Africa,Egypt,1594,Ruby Cash,Corporate,Office Supplies,Xerox 199,4/17/12,39492,Not Specified,,International,8439,4/19/12,Regular Air,Al Qahirah,0.08,1,45,0.4,-135,191,6,4
Paper,Lagos,Small Box,Africa,Nigeria,2284,Geraldine Boyle,Corporate,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,3/25/13,51266,Not Specified,,International,12528,3/25/13,Regular Air,Lagos State,0.01,1,30,0.37,98,618,9,19
Paper,Lagos,Small Box,Africa,Nigeria,2284,Geraldine Boyle,Corporate,Office Supplies,Xerox 1933,3/25/10,51266,Not Specified,,International,825,3/26/10,Regular Air,Lagos State,0.03,1,23,0.38,35,279,5,12
Storage  and  Organization,Nairobi,Small Box,Africa,Kenya,2482,Michael Rubin,Corporate,Office Supplies,Fellowes Super Stor/Drawer Files,8/7/13,15296,Not Specified,,International,14619,8/9/13,Regular Air,Nairobi Prov,0.02,1,76,0.66,"7,922","12,433",20,162
Pens  and  Art Supplies,Skikda,Small Pack,Africa,Algeria,89,Tim Braun,Corporate,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",2/7/12,1637,Not Specified,,International,7687,2/9/12,Regular Air,Wilaya de Skikda,0.08,1,53,0.58,20,"1,521",9,31
"Scissors, Rulers and Trimmers",Nairobi,Small Pack,Africa,Kenya,384,Christina Griffin,Corporate,Office Supplies,Fiskars Softgrip Scissors,9/2/13,13345,Not Specified,,International,15021,9/2/13,Regular Air,Nairobi Prov,0.1,1,95,0.57,102,"1,021",3,11
Paper,Nairobi,Wrap Bag,Africa,Kenya,131,Mitchell Andrews,Corporate,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",11/30/13,18368,Not Specified,,International,16364,12/1/13,Regular Air,Nairobi Prov,0.08,1,126,0.38,"3,536","4,592",5,38
Paper,Lagos,Wrap Bag,Africa,Nigeria,2284,Geraldine Boyle,Corporate,Office Supplies,Spiral Phone Message Books with Labels by Adams,12/15/13,16935,Not Specified,,International,16605,12/16/13,Regular Air,Lagos State,0.06,1,6,0.36,5,29,1,4
Pens  and  Art Supplies,Lagos,Wrap Bag,Africa,Nigeria,795,John Abbott,Corporate,Office Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,6/1/10,7398,Not Specified,,International,1477,6/4/10,Regular Air,Lagos State,0.04,1,9,0.52,-7,84,2,9
Rubber Bands,Cairo,Wrap Bag,Africa,Egypt,2452,Suzanne Pennington,Corporate,Office Supplies,OIC Thumb-Tacks,8/25/11,14117,Not Specified,,International,5809,8/27/11,Regular Air,Al Qahirah,0,1,7,0.38,1,9,1,1
Appliances,Shenyang,Large Box,Asia,China,338,Toni Vogel,Corporate,Office Supplies,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",4/22/11,13088,Not Specified,,International,4533,4/24/11,Regular Air,Liaoning Sheng,0.08,1,46,0.56,"-2,150",188,49,3
Appliances,Taiyuan,Large Box,Asia,China,192,Robyn Stafford,Corporate,Office Supplies,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",3/9/10,52870,Not Specified,,International,660,3/11/10,Regular Air,Shanxi Sheng,0.03,1,21,0.56,-949,119,49,3
Storage  and  Organization,Surat,Large Box,Asia,India,58,Don McCormick,Corporate,Office Supplies,"Eldon Base for stackable storage shelf, platinum",4/3/13,13633,Not Specified,,International,12669,4/4/13,Regular Air,Gujarat,0.02,1,39,0.8,"-1,120","1,538",35,39
Storage  and  Organization,Manila,Medium Box,Asia,Philippines,38,Anne Kenney,Corporate,Office Supplies,Iris Project Case,3/21/13,4705,Not Specified,,International,12453,3/23/13,Regular Air,Rgion Capitale Nationale,0.09,1,16,0.59,-71,124,7,8
Appliances,Guangzhou,Small Box,Asia,China,1795,Priscilla Crawford,Corporate,Office Supplies,Kensington 4 Outlet MasterPiece Compact Power Control Center,12/17/10,15111,Not Specified,,International,3307,12/19/10,Regular Air,Guangdong Sheng,0.1,1,24,0.57,"1,299","1,792",1,81
Appliances,Jakarta,Small Box,Asia,Indonesia,1951,Amy Barefoot,Corporate,Office Supplies,"Hoover Replacement Belts For Soft Guard  and  Commercial Ltweight Upright Vacs, 2/Pk",5/28/12,12355,Not Specified,,International,8913,5/30/12,Regular Air,Jakarta,0.08,1,71,0.59,-167,266,5,4
Appliances,Baghdad,Small Box,Asia,Iraq,2742,Lloyd Mitchell,Corporate,Office Supplies,Hoover WindTunnel Plus Canister Vacuum,12/15/13,7427,Not Specified,,International,16603,12/15/13,Regular Air,Baghdad,0.09,1,94,0.57,"24,644","32,005",20,363
Appliances,Lahore,Small Box,Asia,Pakistan,1911,Bernard Lynch,Corporate,Office Supplies,Hoover Upright Vacuum With Dirt Cup,6/8/13,55431,Not Specified,,International,13765,6/9/13,Regular Air,Punjab,0.03,1,20,0.56,"3,498","5,729",20,290
Appliances,Karachi,Small Box,Asia,Pakistan,861,Kristin Dolan,Corporate,Office Supplies,Staples 4 Outlet Surge Protector,9/7/12,50566,Not Specified,,International,9988,9/9/12,Regular Air,Sindh,0.1,1,94,0.58,-37,762,4,9
Appliances,Manila,Small Box,Asia,Philippines,2263,Jack Thornton,Corporate,Office Supplies,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,7/26/10,902,Not Specified,,International,1960,7/29/10,Regular Air,Rgion Capitale Nationale,0.09,1,12,0.55,360,"2,311",1,207
